nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
UD. Balqis Jagadmaya,Pendidikan,69.0,14.0,9459994.0,22315520.0,Shopee,891.0,Belum Terdaftar,2008.0,12855526.0,249000000.0,891.0
UD. Elva Manggala Tono,Jasa,82.0,34.0,4156933.0,33992950.0,Bukalapak,920.0,Terdaftar,2011.0,29836017.0,352800000.0,920.0
UD. Celsi Jagad Esa,Perdagangan,78.0,79.0,5520889.0,4868784.0,Shopee,597.0,Belum Terdaftar,2007.0,-652105.0,471000000.0,597.0
UD. Jihan Pancasila,Jasa,38.0,92.0,6310790.0,22871380.0,Tokopedia,874.0,Belum Terdaftar,2005.0,16560590.0,390000000.0,874.0
UD. Ilmi Bersemi,Perdagangan,4.0,33.0,4895913.0,35817838.0,Bukalapak,425.0,Terdaftar,2017.0,30921925.0,111000000.0,425.0
UD. Krisna Padi,Pendidikan,78.0,18.999999999999996,5131715.0,6431189.0,Tidak Ada,79.0,Belum Terdaftar,2003.0,1299474.0,291000000.0,79.0
UD. Pandu Gemilang,Perdagangan,51.0,76.0,1341645.0,35798492.0,Website Sendiri,116.0,Terdaftar,2006.0,34456847.0,381000000.0,116.0
UD. Livia Buana,Kesehatan,25.0,55.0,637607.0,36965570.0,Lazada,266.0,Belum Terdaftar,2024.0,36327963.0,240000000.0,266.0
UD. Obed Siang Mega,Pendidikan,38.0,50.0,1819904.0,48889840.0,Shopee,495.0,Terdaftar,2001.0,47069936.0,264000000.0,495.0
UD. Hana Baswara,Pendidikan,44.0,76.0,3288321.0,43193199.599999994,Website Sendiri,625.0,Terdaftar,2006.0,38677946.0,360000000.0,625.0
UD. Dora Galuh,Jasa,76.0,94.0,6553338.0,37805386.0,Shopee,239.0,Belum Terdaftar,2013.0,31252048.0,510000000.0,239.0
UD. Mila Anugerah Zainab,Kesehatan,30.0,84.0,8868131.0,4095640.0,Tokopedia,541.0,Terdaftar,2007.0,-4772491.0,342000000.0,541.0
UD. Ziva Malam,Perdagangan,76.0,49.0,5449552.0,27593482.0,Tidak Ada,757.0,Belum Terdaftar,2014.0,22143930.0,375000000.0,757.0
UD. Eni Jayeng,Makanan & Minuman,22.0,29.0,6258575.0,37387927.0,Website Sendiri,123.0,Terdaftar,2006.0,31129352.0,153000000.0,123.0
UD. Juli Elok,Perdagangan,39.0,24.0,852937.0,37775727.0,Website Sendiri,334.0,Belum Terdaftar,2020.0,36922790.0,189000000.0,334.0
UD. Echa Bahari,Pendidikan,31.0,93.0,1426324.9999999995,4423391.0,Bukalapak,558.0,Terdaftar,2020.0,2997066.0,372000000.0,558.0
UD. Lea Trisakti,Kesehatan,3.0,73.0,7792736.0,26435010.0,Tokopedia,369.0,Belum Terdaftar,2013.0,18642274.0,228000000.0,369.0
UD. Salwa Ceria,Makanan & Minuman,80.0,70.0,9957868.0,3553772.0,Lazada,188.0,Terdaftar,2024.0,-6404096.0,450000000.0,188.0
UD. Budi Darma,Jasa,83.0,97.0,817011.0,32488600.0,Tokopedia,11.0,Belum Terdaftar,2000.0,31671589.0,540000000.0,11.0
UD. Jihan Karya,Kesehatan,45.0,3.0,2779949.0,2941625.0,Tokopedia,599.0,Belum Terdaftar,2006.0,161676.0,144000000.0,599.0
UD. Damar Adikara Dani,Kesehatan,74.0,55.2,7261396.0,7703724.0,Lazada,410.0,Terdaftar,2013.0,442328.0,408000000.0,410.0
UD. Ulfa Gunawan,Kesehatan,41.0,21.0,4458091.0,2301779.0,Tokopedia,571.0,Terdaftar,2001.0,-2156312.0,186000000.0,571.0
UD. Diyan Asih,Perdagangan,96.0,56.0,1152490.0000000005,40472375.0,Shopee,731.0,Terdaftar,2015.0,39319885.0,456000000.0,731.0
UD. Pardi Purnama,Jasa,38.0,92.0,5336096.0,26331506.0,Shopee,154.0,Terdaftar,2004.0,20995410.0,390000000.0,154.0
UD. Rian Rejo,Perdagangan,69.0,53.0,7036429.0,13089424.0,Tokopedia,625.0,Belum Terdaftar,2005.0,6052995.0,366000000.0,625.0
UD. Jasmin Selaras,Pendidikan,55.0,3.0,7349287.0,14073427.0,Tokopedia,424.0,Belum Terdaftar,2019.0,6724140.0,174000000.0,424.0
UD. Ojan Cahaya,Perdagangan,46.0,64.0,2716337.0,4778001.0,Lazada,65.0,Belum Terdaftar,2019.0,2061664.0,330000000.0,65.0
UD. Uli Cerah,Pendidikan,37.0,47.0,1722526.0,10516920.0,Tokopedia,883.0,Terdaftar,2004.0,8794394.0,252000000.0,883.0
UD. Nindy Ilir,Kesehatan,21.8,22.0,5043103.0,17563725.0,Website Sendiri,808.0,Belum Terdaftar,2019.0,12520622.0,117000000.0,808.0
UD. Ovan Utama,Kesehatan,1.0,22.0,3675557.0,38309665.0,Shopee,813.0,Terdaftar,2018.0,34634108.0,69000000.0,813.0
UD. Grego Jatinagara,Jasa,53.0,5.0,8803447.0,41058703.0,Tokopedia,796.0,Belum Terdaftar,2008.0,32255256.0,174000000.0,796.0
UD. Livia Sanjaya,Fashion,80.0,68.0,8738490.0,15357535.0,Website Sendiri,326.0,Terdaftar,2016.0,6619045.0,444000000.0,326.0
UD. Alvino Asih,Pendidikan,87.0,63.0,9783108.0,10561798.999999998,Tokopedia,425.0,Terdaftar,2005.0,778691.0,450000000.0,425.0
UD. Ulfa Persada,Pendidikan,29.0,86.0,7882516.0,3918569.0,Bukalapak,346.0,Terdaftar,2000.0,-3963947.0,345000000.0,346.0
UD. Eddy Sudharmo Pandu,Jasa,87.0,70.0,1117080.0,15749647.0,Website Sendiri,353.0,Terdaftar,2012.0,14632567.0,471000000.0,353.0
UD. Isna Sasmita,Perdagangan,3.0,4.0,2329088.9999999995,18545125.0,Shopee,246.0,Belum Terdaftar,2020.0,16216036.0,21000000.0,246.0
UD. Yola Puri,Kesehatan,6.0,32.0,9796674.0,22542591.0,Shopee,497.0,Terdaftar,2013.0,12745917.0,114000000.0,497.0
UD. Wulan Wetan Andi,Jasa,78.0,25.0,738974.0,14988867.0,Bukalapak,653.0,Belum Terdaftar,2018.0,14249893.0,309000000.0,653.0
UD. Mira Mayang,Perdagangan,56.0,58.0,6584131.0,27730619.0,Website Sendiri,334.0,Belum Terdaftar,2020.0,21146488.0,342000000.0,334.0
UD. Farid Indah,Perdagangan,29.0,84.0,3270137.0,9229082.999999998,Website Sendiri,509.0,Belum Terdaftar,2013.0,5958946.0,339000000.0,509.0
UD. Mirna Harmoni Dina,Fashion,92.0,33.0,7204896.0,37950718.0,Lazada,894.0,Belum Terdaftar,2013.0,30745822.0,375000000.0,894.0
UD. Celsi Dewangga,Pendidikan,43.0,25.0,6780921.0,8190762.0,Tokopedia,824.0,Terdaftar,2007.0,1409841.0,204000000.0,824.0
UD. Elsa Kencana,Jasa,76.0,73.0,3789430.0,36132220.0,Website Sendiri,520.0,Belum Terdaftar,2007.0,32342790.0,447000000.0,520.0
UD. Erni Bratadikara,Pendidikan,28.0,65.0,9906951.0,49149325.0,Lazada,644.0,Belum Terdaftar,2024.0,39242374.0,279000000.0,644.0
UD. Berlian Utama,Perdagangan,89.0,18.999999999999996,5948673.0,47913729.0,Bukalapak,509.0,Belum Terdaftar,2019.0,41965056.0,324000000.0,509.0
UD. Oki Kusen,Perdagangan,35.0,13.0,2392698.0,40263788.0,Bukalapak,50.0,Belum Terdaftar,2017.0,37871090.0,144000000.0,50.00000000000006
UD. Chika Utama,Perdagangan,98.0,70.0,9840838.0,37107569.0,Bukalapak,499.2,Terdaftar,2012.0,27266731.0,504000000.0,394.0
UD. Chiko Sidarta,Perdagangan,47.0,73.0,4505316.0,47117975.0,Lazada,611.0,Terdaftar,2023.0,42612659.0,360000000.0,611.0
UD. Silvi Cahyaningrat Inten,Jasa,18.000000000000004,94.0,4792610.0,36889282.0,Shopee,435.0,Belum Terdaftar,2023.0,32096672.0,336000000.0,435.0
UD. Pipit Alam,Perdagangan,55.6,7.0,4421719.0,47455178.0,Bukalapak,716.0,Belum Terdaftar,2008.0,43033459.0,207000000.0,716.0
UD. Diva Sahaja,Pendidikan,1.0,57.0,6728763.0,7427429.0,Lazada,544.0,Belum Terdaftar,2022.0,698666.0,174000000.0,544.0
UD. Rafif Wening,Perdagangan,13.0,0.0,6253070.0,40775671.0,Lazada,278.0,Belum Terdaftar,2001.0,34522601.0,39000000.0,278.0
UD. Novi Ilir,Jasa,79.0,92.0,828947.0,12540386.0,Tokopedia,735.0,Belum Terdaftar,2012.0,11711439.0,513000000.0,735.0
UD. Aldo Jaya,Makanan & Minuman,99.0,30.0,3099168.0,11795968.0,Bukalapak,744.0,Terdaftar,2007.0,8696800.0,387000000.0,744.0
UD. Rafi Suryaputra,Perdagangan,94.0,7.0,2361695.0,29084485.0,Shopee,326.0,Terdaftar,2006.0,26722790.0,303000000.0,326.0
UD. Nindy Sukarela,Jasa,34.0,79.0,3741256.0,12242821.0,Lazada,337.0,Belum Terdaftar,2013.0,8501565.0,339000000.0,337.0
UD. Zahra Tunggal,Pendidikan,85.0,82.0,6042984.0,44689639.0,Shopee,423.0,Terdaftar,2005.0,38646655.0,501000000.0,423.0
UD. Halim Wiraatmaja,Perdagangan,20.000000000000004,89.0,9519096.0,12386841.0,Shopee,182.99999999999994,Terdaftar,2021.0,2867745.0,327000000.0,183.0
UD. Tegar Kusuma,Kesehatan,91.0,59.0,4745918.0,44817726.0,Bukalapak,981.0,Belum Terdaftar,2008.0,40071808.0,450000000.0,981.0
UD. Fikri Resaputra,Kesehatan,16.0,61.0,4181401.0,11716194.0,Bukalapak,95.0,Terdaftar,2020.0,7534793.0,231000000.0,95.00000000000006
UD. Candra Paseban,Jasa,81.0,9.0,1289818.0,33126488.0,Tokopedia,308.0,Belum Terdaftar,2023.0,31836670.0,270000000.0,308.0
UD. Elyas Adyatma,Pendidikan,31.0,17.0,1157857.0,30841109.0,Shopee,24.0,Belum Terdaftar,2010.0,29683252.0,144000000.0,24.0
UD. Zulkarnaen Sumringah,Pendidikan,22.0,65.0,5166095.0,47276176.0,Shopee,551.0,Belum Terdaftar,2024.0,42110081.0,261000000.0,551.0
UD. Yasir Satria Jibril,Perdagangan,5.0,92.0,7214148.0,29446669.0,Lazada,453.0,Belum Terdaftar,2021.0,22232521.0,291000000.0,453.0
UD. Winda Raharja,Kesehatan,28.0,65.0,1167185.0000000005,3633026.0,Lazada,929.0,Terdaftar,2012.0,2465841.0,279000000.0,929.0
UD. Ayesha Sanjaya Muthia,Pendidikan,62.0,51.0,2532833.0,24603779.0,Lazada,122.0,Terdaftar,2012.0,22070946.0,339000000.0,122.00000000000006
UD. Zidan Nirbayu,Kesehatan,69.0,66.0,5415725.0,12919158.0,Shopee,648.0,Terdaftar,2021.0,7503433.0,405000000.0,648.0
UD. Gani Haji,Jasa,96.0,87.0,5055032.0,39046209.0,Tokopedia,34.0,Terdaftar,2013.0,33991177.0,549000000.0,34.0
UD. Nando Jagadmaya,Makanan & Minuman,95.0,8.0,1242857.0,48031340.0,Website Sendiri,830.0,Belum Terdaftar,2016.0,46788483.0,309000000.0,830.0
UD. Zara Resaputra,Kesehatan,80.0,47.0,4583035.0,14616189.0,Lazada,963.0,Terdaftar,2014.0,10033154.0,381000000.0,963.0
UD. Yasir Rejo,Jasa,3.0,59.0,995343.0,3589605.0,Website Sendiri,523.0,Terdaftar,2008.0,2594262.0,186000000.0,523.0
UD. Berlian Prana Riko,Perdagangan,57.0,77.0,4602521.0,43184238.0,Tokopedia,74.0,Belum Terdaftar,2008.0,38581717.0,402000000.0,74.0
UD. Ujang Pelangi,Jasa,30.0,51.0,5969623.0,34835707.0,Shopee,861.0,Belum Terdaftar,2019.0,28866084.0,243000000.0,861.0
UD. Chintya Sudarsana,Makanan & Minuman,21.0,42.0,3998484.0,2778763.0,Website Sendiri,950.0,Belum Terdaftar,2002.0,-1219721.0,189000000.0,950.0
UD. Elva Kusuma,Jasa,26.0,74.0,5428397.0,4766817.0,Bukalapak,181.00000000000006,Terdaftar,2018.0,-661580.0,300000000.0,181.0
UD. Fikri Yudhistira,Pendidikan,84.0,49.0,8118643.0,23176757.2,Shopee,163.0,Belum Terdaftar,2017.0,8799409.0,399000000.0,163.0
UD. Erlin Bratadikara,Perdagangan,83.0,76.0,2346540.0,31225195.0,Bukalapak,401.0,Terdaftar,2007.0,28878655.0,510000000.0,401.0
UD. Eni Tirtaatmaja,Pendidikan,97.0,13.0,6263545.0,23613736.0,Tokopedia,92.0,Belum Terdaftar,2017.0,17350191.0,330000000.0,92.0
UD. Delia Gunawan,Pendidikan,86.0,17.0,2248836.0,5095837.0,Website Sendiri,168.0,Belum Terdaftar,2014.0,2847001.0,309000000.0,168.0
UD. Bayu Abdi,Kesehatan,15.0,99.0,8122004.0,3021204.0,Website Sendiri,344.0,Terdaftar,2010.0,-5100800.0,342000000.0,409.8
UD. Adinda Hilir,Kesehatan,5.0,76.0,605270.0,11419255.0,Tokopedia,627.0,Belum Terdaftar,2006.0,10813985.0,243000000.0,627.0
UD. Qais Kawiswara Ujang,Perdagangan,79.0,33.0,553204.0,36599657.0,Tokopedia,829.0,Terdaftar,2020.0,36046453.0,336000000.0,829.0
UD. Naufal Gita,Jasa,6.0,82.0,4496607.0,8742689.0,Shopee,779.0,Belum Terdaftar,2021.0,4246081.999999998,264000000.0,779.0
UD. Qanita Utama,Kesehatan,13.0,40.0,2312985.0,48353055.0,Tokopedia,971.0,Belum Terdaftar,2023.0,46040070.0,159000000.0,971.0
UD. Tari Hilir,Fashion,2.0,74.0,8411608.0,1403290.0,Lazada,571.0,Terdaftar,2020.0,-7008318.0,228000000.0,571.0
UD. Lono Mulyo,Jasa,96.0,48.0,2201823.0,27931559.0,Bukalapak,387.0,Terdaftar,2011.0,25729736.0,432000000.0,387.0
UD. Vita Harmoni,Kesehatan,48.0,89.0,6840192.0,47517227.0,Tokopedia,486.0,Terdaftar,2003.0,40677035.0,411000000.0,486.0
UD. Pasha Sidarta,Pendidikan,35.0,68.0,6993316.0,32819305.0,Lazada,746.0,Belum Terdaftar,2003.0,25825989.0,309000000.0,746.0
UD. Zidanar Sahaja,Jasa,28.0,84.0,9547000.0,15864114.0,Website Sendiri,403.0,Belum Terdaftar,2011.0,6317114.0,336000000.0,403.0
UD. Anang Putri,Fashion,3.0,8.0,8171911.0,37111403.0,Tokopedia,249.0,Terdaftar,2010.0,28939492.0,33000000.0,249.0
UD. Lando Kencana,Jasa,39.0,47.0,4119928.0,48971939.0,Bukalapak,54.99999999999994,Belum Terdaftar,2007.0,44852011.0,258000000.0,55.0
UD. Obed Ranggalawe,Pendidikan,40.0,11.0,3239982.0,6884344.0,Bukalapak,707.0,Terdaftar,2003.0,3644361.999999998,153000000.0,690.2
UD. Priska Madusari,Perdagangan,21.0,64.0,9881417.0,14217827.0,Shopee,94.0,Belum Terdaftar,2009.0,4336410.0,255000000.0,94.0
UD. Vera Utamaindah,Pendidikan,78.0,13.0,4586670.0,1327080.0,Website Sendiri,222.0,Belum Terdaftar,2011.0,-3259590.0,273000000.0,222.0
UD. Fikra Bima,Kesehatan,3.0,63.0,3226590.0,4633786.0,Website Sendiri,244.0,Terdaftar,2000.0,1407196.0,198000000.0,244.0
UD. Kamil Harapan,Pendidikan,81.0,25.0,2232177.0,32314291.0,Bukalapak,278.0,Belum Terdaftar,2004.0,30082114.0,318000000.0,278.0
UD. Jihan Adhi,Jasa,22.0,6.0,9914597.0,47672386.0,Lazada,444.0,Terdaftar,2000.0,37757789.0,84000000.0,444.0
UD. Riyan Kusumasari,Kesehatan,3.0,54.0,4684865.0,40618929.0,Bukalapak,345.0,Terdaftar,2016.0,35934064.0,171000000.0,345.0
UD. Qisya Jati Adinda,Makanan & Minuman,67.0,58.0,9453296.0,16030839.0,Tokopedia,92.0,Terdaftar,2013.0,6577543.0,375000000.0,92.0
UD. Wesly Widuri,Perdagangan,17.0,79.0,6078820.0,38612983.0,Shopee,993.0,Terdaftar,2001.0,32534163.0,288000000.0,993.0
UD. Yaniar Putra,Perdagangan,0.0,78.0,6588333.0,9384448.0,Tokopedia,195.0,Terdaftar,2007.0,2796115.0,234000000.0,195.0
UD. Wesly Adiwangsa,Perusahaan,31.0,55.0,4669539.0,7967078.0,Tidak Ada,71.0,Terdaftar,2023.0,3297539.0,258000000.0,71.0
UD. Kevin Sanjaya,Perusahaan,20.000000000000004,67.0,1165896.0,29268199.0,Tokopedia,288.0,Belum Terdaftar,2023.0,28102303.0,261000000.0,288.0
UD. Dina Baswara,Pendidikan,37.0,29.0,912858.0,5811674.0,Website Sendiri,781.0,Terdaftar,2017.0,4898815.999999998,198000000.0,781.0
UD. Nibras Prawira,Kesehatan,25.0,22.0,4154054.0,49415339.0,Shopee,680.0,Terdaftar,2015.0,45261285.0,141000000.0,680.0
UD. Erlin Kusumasari,Perdagangan,40.0,85.0,5881277.0,15547811.0,Website Sendiri,401.0,Belum Terdaftar,2018.0,9666534.0,375000000.0,401.0
UD. Tono Surya Juli,Jasa,48.0,78.0,9406030.0,31788189.0,Shopee,755.0,Terdaftar,2015.0,22382159.0,406800000.0,755.0
UD. Barokah Saputranegara,Kesehatan,84.0,16.0,1156509.0,1749513.0,Lazada,930.0,Terdaftar,2002.0,593004.0,300000000.0,930.0
UD. Yuli Permai,Kesehatan,92.0,1.0,8420621.0,14110786.0,Lazada,831.0,Belum Terdaftar,2003.0,5690165.0,279000000.0,831.0
UD. Weni Jaladara,Pendidikan,40.0,71.0,1588387.0,35768254.0,Shopee,224.0,Terdaftar,2001.0,34179867.0,333000000.0,224.0
UD. Ulfa Bagaskara,Fashion,95.0,69.0,5209262.0,4508965.0,Bukalapak,404.0,Belum Terdaftar,2000.0,-700297.0,492000000.0,404.0
UD. Okta Jatiwangi,Fashion,58.0,38.0,8803532.0,44315041.0,Shopee,741.0,Terdaftar,2022.0,35511509.0,288000000.0,741.0
UD. Priska Bahagia,Jasa,3.0,91.0,8653936.0,41171923.0,Website Sendiri,53.99999999999994,Terdaftar,2023.0,32517987.0,282000000.0,54.0
UD. Qisha Jati,Perdagangan,12.0,47.0,5272283.0,34612626.0,Lazada,96.0,Terdaftar,2009.0,29340343.0,177000000.0,96.0
UD. Eni Hastinapura,Jasa,60.0,4.0,8444672.0,34048282.0,Lazada,566.0,Terdaftar,2024.0,25603610.0,192000000.0,566.0
UD. Udin Bratadikara,Pendidikan,50.0,20.000000000000004,2103178.0,3563735.0,Shopee,134.0,Terdaftar,2010.0,1460557.0,210000000.0,134.0
UD. Widi Kusumah,Perusahaan,34.0,49.0,3396728.0,8044216.0,Bukalapak,965.0,Belum Terdaftar,2003.0,4647487.999999998,249000000.0,965.0
UD. Nina Anindita,Jasa,90.0,18.999999999999996,821435.0,43620275.0,Shopee,969.0,Belum Terdaftar,2011.0,42798840.0,327000000.0,969.0
UD. Gilangga Mahendra,Perdagangan,64.0,97.0,5490895.0,37574841.0,Website Sendiri,253.99999999999997,Terdaftar,2016.0,31755144.400000002,483000000.0,254.0
UD. Juli Indah,Kesehatan,48.0,70.0,7539006.0,39899017.0,Website Sendiri,564.0,Terdaftar,2020.0,32360011.0,354000000.0,564.0
UD. Dani Elok,Perdagangan,48.0,93.0,4866030.0,32813611.0,Tokopedia,134.0,Terdaftar,2004.0,27947581.0,423000000.0,134.0
UD. Prananda Panji,Jasa,13.0,93.0,4380004.8,36923103.0,Bukalapak,761.0,Belum Terdaftar,2001.0,32739288.0,318000000.0,761.0
UD. Habib Widhi,Kesehatan,36.0,78.0,1136954.0,45209853.0,Lazada,713.0,Belum Terdaftar,2012.0,44072899.0,342000000.0,713.0
UD. Vega Pramana,Jasa,29.0,90.0,7693077.0,31551990.0,Website Sendiri,440.0,Terdaftar,2020.0,23858913.0,357000000.0,440.0
UD. Kirana Cinta,Jasa,13.0,72.0,1561504.0,13546543.0,Website Sendiri,493.0,Belum Terdaftar,2012.0,11985039.0,255000000.0,493.0
UD. Valen Sukma,Perdagangan,74.0,26.0,3818933.0,13033827.0,Bukalapak,838.0,Terdaftar,2004.0,9214894.0,300000000.0,838.0
UD. Gani Kusuma,Perusahaan,94.0,1.0,9586276.0,44698753.0,Shopee,235.0,Belum Terdaftar,2008.0,35112477.0,285000000.0,235.0
UD. Shinta Anggara,Perdagangan,91.0,99.0,5659191.0,21860685.0,Tokopedia,185.0,Terdaftar,2019.0,16201494.0,570000000.0,185.00000000000006
UD. Vito Sukarela,Perdagangan,26.0,90.0,9940544.0,17447180.0,Website Sendiri,84.00000000000006,Terdaftar,2000.0,7506636.0,348000000.0,84.0
UD. Umar Kusumasari,Jasa,61.0,46.0,3628067.0,41365495.0,Tokopedia,762.0,Terdaftar,2014.0,37737428.0,321000000.0,762.0
UD. Yola Sunardi Viera,Jasa,2.0,39.0,4636654.0,48988017.0,Lazada,529.0,Terdaftar,2014.0,44351363.0,123000000.0,529.0
UD. Qanita Atma,Kesehatan,69.0,88.0,2223195.0000000005,28215676.0,Tokopedia,683.0,Terdaftar,2022.0,25992481.0,471000000.0,683.0
UD. Wesly Kayastha,Kesehatan,38.0,35.0,5875529.0,44130256.0,Website Sendiri,17.0,Belum Terdaftar,2007.4,38254727.0,219000000.0,17.0
UD. Yora Bintang,Perdagangan,18.000000000000004,70.0,2634217.0,14784602.0,Shopee,514.0,Belum Terdaftar,2004.0,12150385.0,264000000.0,514.0
UD. Najwa Tejakusuma,Pendidikan,97.0,12.0,1325915.0,13726581.0,Website Sendiri,61.0,Terdaftar,2008.0,12400666.0,327000000.0,61.0
UD. Sinta Gatra,Perdagangan,91.0,83.0,3419785.0,37445724.0,Lazada,90.0,Terdaftar,2002.0,34025939.0,522000000.0,90.0
UD. Yuli Dewangga,Pendidikan,75.0,21.0,7675474.0,2929484.0,Tokopedia,479.0,Belum Terdaftar,2003.0,-4745990.0,288000000.0,479.0
UD. Eni Saputrautama,Perdagangan,38.0,17.0,8068370.0,16877144.0,Shopee,529.0,Belum Terdaftar,2001.0,8808774.0,165000000.0,529.0
UD. Sinta Adikara,Pendidikan,9.0,74.0,1368885.0,7047063.0,Shopee,327.0,Belum Terdaftar,2015.0,5678178.000000002,249000000.0,327.0
UD. Willy Brawijaya,Kesehatan,46.0,5.0,7192287.0,11561519.0,Tokopedia,731.2,Terdaftar,2021.0,4369232.000000002,153000000.0,842.0
UD. Alma Wacana,Jasa,88.0,67.0,1486494.0,12954582.0,Tokopedia,663.0,Belum Terdaftar,2002.0,11468088.0,465000000.0,663.0
UD. Diva Cendana,Perdagangan,22.0,66.0,7468343.0,40188761.0,Tokopedia,78.0,Terdaftar,2021.0,32720418.0,264000000.0,78.0
UD. Ojan Lempung,Perdagangan,58.0,51.0,3707207.0,16222435.0,Lazada,356.0,Belum Terdaftar,2013.0,12515228.0,327000000.0,356.0
UD. Jay Sukadarma,Perdagangan,89.0,69.0,3198320.0,5714885.0,Shopee,953.0,Terdaftar,2012.0,2516565.0,474000000.0,953.0
UD. Oki Kawiswara,Kesehatan,82.0,78.0,4921526.0,28239119.0,Website Sendiri,96.0,Terdaftar,2001.0,23317593.0,480000000.0,96.0
UD. Rizki Jayeng,Pendidikan,19.0,2.0,2333609.0,40327800.0,Lazada,661.0,Terdaftar,2022.0,37994191.0,63000000.0,661.0
UD. Ovan Adikara Iman,Kesehatan,44.0,16.0,3352321.0,7766682.0,Tokopedia,841.0,Belum Terdaftar,2008.0,4414361.0,180000000.0,841.0
UD. Putra Wiraatmaja,Perdagangan,43.0,93.0,2017810.0,47153921.0,Tokopedia,133.0,Belum Terdaftar,2015.0,45136111.0,408000000.0,133.0
UD. Gani Prana,Pendidikan,17.0,85.0,6151098.0,29596617.0,Website Sendiri,295.0,Terdaftar,2011.0,23445519.0,306000000.0,295.0
UD. Lea Jatiwangi Rangga,Kesehatan,47.0,65.0,9545726.0,7729199.0,Website Sendiri,145.0,Terdaftar,2023.0,-1816527.0,336000000.0,134.59999999999997
UD. Qira Kusumajati,Pendidikan,74.0,56.0,5236531.0,19305223.0,Website Sendiri,902.0,Belum Terdaftar,2017.0,14068692.0,390000000.0,902.0
UD. Juni Wening,Kesehatan,88.0,79.0,7888970.0,35240520.0,Bukalapak,497.0,Belum Terdaftar,2012.0,27351550.0,501000000.0,497.0
UD. Zahira Anindita,Pendidikan,0.0,21.0,9169689.0,31664524.0,Lazada,331.0,Terdaftar,2001.0,22494835.0,63000000.0,331.0
UD. Fatimah Ayodya,Jasa,31.0,10.0,8037509.0,20212871.0,Bukalapak,206.0,Terdaftar,2000.0,12175362.0,123000000.0,206.0
UD. Widya Santosa,Perdagangan,96.0,35.0,6552283.0,29133146.0,Website Sendiri,726.0,Terdaftar,2005.0,22580863.0,393000000.0,726.0
UD. Dewi Trisudira,Pendidikan,63.0,52.0,2537666.0,28988798.0,Shopee,730.0,Belum Terdaftar,2020.0,26451132.0,345000000.0,730.0
UD. Xenia Maheswara,Jasa,6.0,75.0,2060443.0,2976233.0,Lazada,428.0,Terdaftar,2014.0,915790.0,243000000.0,428.0
UD. Lukita Bratadikara,Perdagangan,94.0,39.0,4779951.0,41009000.0,Bukalapak,88.0,Terdaftar,2013.0,36229049.0,399000000.0,88.0
UD. Nando Mahendra,Perdagangan,89.0,34.0,5949660.0,16280545.0,Tokopedia,917.0,Belum Terdaftar,2010.0,10330885.0,369000000.0,917.0
UD. Jordi Wacana,Kesehatan,70.0,42.0,9275532.0,15637916.0,Lazada,115.0,Belum Terdaftar,2017.0,6362384.0,336000000.0,115.0
UD. Gracia Utama,Jasa,99.0,44.0,6261436.0,20910813.0,Shopee,633.0,Belum Terdaftar,2018.0,14649377.0,429000000.0,633.0
UD. Iqbal Reswara,Jasa,45.0,40.0,2541150.0,48356367.0,Shopee,636.0,Terdaftar,2024.0,45815217.0,255000000.0,645.8
UD. Ojan Arya Muthia,Jasa,23.0,63.0,5654457.0,42075968.0,Website Sendiri,588.0,Belum Terdaftar,2007.0,36421511.0,258000000.0,588.0
UD. Kiki Sudarsana Agus,Perdagangan,68.0,14.0,1115304.0,48668140.0,Website Sendiri,659.0,Terdaftar,2023.0,47552836.0,246000000.0,659.0
UD. Hesti Agung,Pendidikan,85.0,43.0,7098034.0,5024028.0,Tokopedia,395.0,Terdaftar,2001.0,-2074006.0,384000000.0,395.0
UD. Hasna Saputra,Jasa,35.0,41.0,4376678.0,12410837.0,Shopee,664.0,Belum Terdaftar,2019.0,8034159.0,228000000.0,664.0
UD. Owen Mardika,Pendidikan,66.0,58.0,2805816.0,47062163.0,Website Sendiri,384.0,Terdaftar,2024.0,44256347.0,372000000.0,384.0
UD. Melati Wiyata Rahmat,Kesehatan,49.0,84.0,4711223.0,15685861.0,Bukalapak,200.0,Terdaftar,2007.0,10974638.0,399000000.0,200.0
UD. Khayla Baru,Pendidikan,58.0,3.0,2874694.0,48928342.0,Website Sendiri,144.0,Belum Terdaftar,2009.0,46053648.0,183000000.0,144.0
UD. Zidan Permai,Pendidikan,57.0,70.0,7545806.0,19793374.0,Tokopedia,285.0,Belum Terdaftar,2019.0,12247568.0,381000000.0,285.0
UD. Eddy Rejo,Jasa,45.0,28.0,4703233.0,47219960.0,Tokopedia,197.0,Terdaftar,2022.0,42516727.0,219000000.0,197.0
UD. Eddy Saputranegara,Kesehatan,69.0,40.0,3630524.0,11093776.0,Bukalapak,273.0,Terdaftar,2007.0,7463252.0,327000000.0,273.0
UD. Nindy Adiwarna Pasha,Jasa,88.0,5.0,6237313.0,49572411.0,Lazada,376.0,Terdaftar,2007.0,43335098.0,279000000.0,376.0
UD. Halimah Darussalam,Perdagangan,28.4,38.0,9561139.0,39051521.0,Shopee,99.0,Belum Terdaftar,2006.0,29490382.0,180000000.0,99.0
